4.93236779	3.42296556
3.16927937	7.691067
6.74899413	6.83089061
2.35761179	12.3399393
6.54221779	10.9529695
5.21510776	13.7626103
3.19563811	16.4856224
-0.888146226	14.9133897
0.429449947	17.9945212
5.25056443	21.6351134
-2.43223938	19.1474065
-5.0307444	16.4532445
-5.74620295	19.404516
-8.8979792	18.4997548
-9.40178894	14.497886
-11.8948065	16.8591908
-15.3566308	14.0063193
-13.2633303	11.5683074
-18.3625029	11.2421931
-16.2219177	8.05515052
-19.5976909	8.61714001
-16.6958386	5.58919592
-19.99545	5.47147638
-16.5062737	3.18910757
-20.579952	1.66842674
-17.5991696	0.682371008
-18.726088	-1.52414142
-21.2781811	-0.297247571
-19.8912268	-3.37266257
-21.0233401	-5.20131595
-23.8544222	-3.71994161
-20.7977117	-7.33894464
-24.7459146	-7.28151825
-20.3364083	-9.72963434
-23.8857845	-9.28457619
-22.9994321	-11.2988441
-18.6972933	-11.0406698
-20.8133989	-13.9026267
-16.796806	-12.7661463
-18.3216554	-15.6773719
-25.7156507	-16.6217655
-22.265714	-18.2837235
-15.5172003	-16.6759819
-18.2960246	-19.6305571
-12.218988	-13.6407551
-12.7555664	-16.9693306
-15.93806	-20.3256711
-8.48792903	-12.3020044
-9.00285886	-16.4806948
-6.5371272	-15.0213511
-3.81079814	-12.855012
-5.74405881	-9.01330903
-2.73443927	-10.2137351
-3.66095424	-4.91774033
0.0241891526	-3.83427168
-2.87741864	-2.94303662
-0.655537881	-5.852656
0.746893291	-1.0683344
-2.34781655	-0.228742357
0.278772299	3.16617519
2.55518	1.01183558
