0.160271474	0.236796713	0.972798236
0.736806458	1.05353223	0.914048835
1.13108509	1.54984017	0.903705626
1.32134392	1.78822036	0.911415517
1.93235247	2.57661897	0.915963964
2.521517	3.36312398	0.931289992
2.79718683	3.75357754	0.952059253
3.04138557	4.06635878	0.975865525
3.62600739	5.05416233	1.05024118
3.92450698	5.62807523	1.10953115
4.25798268	6.36985667	1.17981655
4.49174368	6.98891876	1.24388194
4.62794212	7.42308109	1.28413893
4.86907821	8.34859707	1.39085787
4.95281953	8.94167165	1.44567368
4.99358033	9.25812197	1.48717256
5.03612466	10.1765556	1.59623706
5.00104342	10.983145	1.69931049
4.88120672	11.7792717	1.80966973
4.72370123	12.4171031	1.92422289
4.43944557	13.1793263	1.99438105
4.16209371	13.7428398	2.09798614
3.73346775	14.4204568	2.21261267
3.34036234	14.9320677	2.3294389
2.87070044	15.3571134	2.37506515
2.39280319	15.7709524	2.46955342
1.88762589	16.1534802	2.56785848
1.21230849	16.5591239	2.65573714
0.385782589	16.9712731	2.7411884
-0.371816471	17.2298824	2.78952409
-1.12810191	17.4993054	2.85143692
-1.91025864	17.716863	2.90223914
-2.23344962	17.785991	2.9359143
-3.06663582	17.9354998	3.00461532
-4.11563486	18.01021	3.0950823
-5.15282134	18.0124476	-3.10875898
-5.50299319	17.9914089	-3.05940319
-6.18458463	17.9231758	-3.00380908
-7.02324242	17.7672618	-2.92335794
-7.85991391	17.5452766	-2.84202844
-8.82490892	17.1620576	-2.76057077
-9.27477312	16.946644	-2.7108143
-9.8812753	16.6369153	-2.64319973
-10.4389982	16.2972038	-2.57212131
-11.2923026	15.6233019	-2.51356308
-11.6552062	15.3363209	-2.48650688
-12.4039407	14.7252428	-2.44997954
-12.8865424	14.3174259	-2.43393231
-13.1114999	14.1115121	-2.41843596
-13.8222306	13.4828454	-2.39650441
-14.529964	12.8377738	-2.37832586
-15.0093904	12.3896795	-2.36333168
-15.5745018	11.8270801	-2.34694259
-15.8075051	11.5904414	-2.33265482
-16.4213958	10.8831986	-2.27386947
-16.9162826	10.2340982	-2.20300215
-17.3162462	9.66694017	-2.15192094
-17.5808816	9.2361011	-2.0879127
-17.9945971	8.35619656	-1.99320591
-18.2419235	7.61346585	-1.8987228
-18.3929475	6.88414162	-1.80810716
-18.4100956	6.22532536	-1.7182265
-18.422641	5.81395362	-1.68247306
-18.3388706	5.22549167	-1.65910284
-18.3331615	4.84779374	-1.67324348
-18.436233	3.89049915	-1.70697981
-18.5422688	3.42752879	-1.74700223
-18.8864795	2.44537786	-1.8197663
-19.2121255	1.61434307	-1.88313351
-19.5847013	0.778404798	-1.94151659
-19.9074932	0.103168732	-1.9869079
-19.9766877	0.00653435152	-2.01063366
-20.2091426	-0.450322711	-2.046026
-20.4063734	-0.779620665	-2.06335866
-20.720185	-1.26525277	-2.08395364
-21.0824883	-1.89195831	-2.08882085
-21.2887611	-2.26421631	-2.09015819
-21.6206341	-2.84409637	-2.06796122
-21.8893066	-3.39274101	-2.01549697
-22.2435665	-4.24937281	-1.94782092
-22.5496197	-5.06503255	-1.88173987
-22.7085997	-5.72329563	-1.80763987
-22.8519692	-6.59824473	-1.71142336
-22.8981666	-6.95888189	-1.66368526
-22.9270967	-7.97850321	-1.54597292
-22.9045632	-9.04394982	-1.44067514
-22.8634729	-9.39869379	-1.37105839
-22.7170892	-10.0370935	-1.28830337
-22.3936378	-10.940763	-1.16796374
-22.1043859	-11.4707155	-1.07049885
-21.9468803	-11.7170318	-1.007039
-21.4977354	-12.2955041	-0.888100813
-20.8853223	-12.8664648	-0.747965197
-20.1979177	-13.2744283	-0.644792951
-19.9672352	-13.4083431	-0.588661099
-19.4821288	-13.6951615	-0.523792554
-18.8588473	-13.9792435	-0.433960282
-18.1097019	-14.1669319	-0.358503206
-17.7258003	-14.273155	-0.301033851
-16.6975071	-14.5110293	-0.245132511
-16.4423887	-14.5611018	-0.227693549
-16.05248	-14.6400389	-0.194541434
-15.415561	-14.749279	-0.156726
-14.7254924	-14.8606106	-0.130337961
-14.3002827	-14.9160705	-0.0963756308
-13.7425095	-14.9621657	-0.0486798858
-12.7528248	-14.9913093	0.00569582225
-11.8853449	-14.9740403	0.050053819
-11.5643091	-14.9652687	0.0683937416
-11.1010658	-14.9351369	0.124182126
-10.3390487	-14.8340788	0.180555308
-9.57845628	-14.6818791	0.254215934
-8.66965696	-14.4276141	0.348349396
-7.77517423	-14.0921448	0.433906603
-7.36702876	-13.8877552	0.489914928
-6.9590836	-13.6655844	0.554721314
-6.19530571	-13.1601414	0.648719892
-5.73505815	-12.7795722	0.742192016
-5.19606498	-12.261343	0.834821256
-4.79559183	-11.8019839	0.908923794
-4.45262987	-11.3275009	0.971559227
-4.04602152	-10.5808534	1.05348057
-3.77145383	-9.93610581	1.12784355
-3.63805555	-9.54464582	1.17396406
-3.44565738	-8.88742613	1.20981161
-3.32160353	-8.47179889	1.2311828
-3.14506828	-7.68323399	1.24467316
-2.8773003	-6.85869181	1.24986746
-2.79881496	-6.58574814	1.25213453
-2.58806783	-5.89800837	1.24834005
-2.45231397	-5.48267505	1.23670021
-2.11771647	-4.60505058	1.2253217
-1.84164705	-3.88676441	1.20872706
-1.50047356	-3.0192645	1.190734
-1.17687918	-2.28873218	1.15836172
